ticker,date,open,high,low,close,volume
NVDA,2021-06-01,16.229096888512235,16.34704949574134,15.86326820041709,16.223609924316406,472804000
NVDA,2021-06-02,16.211395728661874,16.87622037084965,16.194687499998437,16.736072540283203,594168000
NVDA,2021-06-03,16.658759311986948,17.215606118739935,16.54130520580111,16.927082061767578,580008000
NVDA,2021-06-04,17.069476909819976,17.6165979934895,17.052521354002085,17.5340576171875,617120000
NVDA,2021-06-07,17.52707659864361,17.76771918028066,17.149528167001655,17.574705123901367,575756000
NVDA,2021-06-08,17.483183670666758,17.577196435464696,17.207627375092446,17.413110733032227,323848000
NVDA,2021-06-09,17.475721908527852,17.534836381930162,17.216315861597764,17.318580627441406,381656000
NVDA,2021-06-10,17.310346354499423,17.452022006490658,17.136744250662534,17.385173797607422,287772000
NVDA,2021-06-11,17.439550960234815,17.898251342387297,17.403883229039902,17.78451156616211,416308000
NVDA,2021-06-14,17.865072468441838,17.9982664755166,17.622378570506847,17.977563858032227,321376000
NVDA,2021-06-15,17.874058585520746,17.97507688775737,17.687485674890738,17.747846603393555,243032000
NVDA,2021-06-16,17.75009034027756,17.91371508228744,17.54431057593765,17.76954460144043,307124000
NVDA,2021-06-17,17.73387852672111,18.79195408152908,17.715670721948143,18.61461067199707,809656000
NVDA,2021-06-18,18.74106970383863,19.330718581922177,18.54152604115206,18.59615135192871,968856000
NVDA,2021-06-21,18.39311488047978,18.494135068349298,17.78201553321056,18.385133743286133,672384000
NVDA,2021-06-22,18.429282365618864,18.92040773197676,18.343977066903637,18.843582153320312,580144000
NVDA,2021-06-23,18.96430647751163,19.108975530104733,18.86453465148228,19.01369285583496,332356000
NVDA,2021-06-24,19.183806109567367,19.37561602544948,19.044623366172903,19.161605834960938,320924000
NVDA,2021-06-25,19.236435003149623,19.30128697907614,18.851317522351227,18.987504959106445,278364000
NVDA,2021-06-28,19.317000214420624,20.03286106908621,19.274847095565143,19.9393253326416,495436000
NVDA,2021-06-29,19.8370606251026,20.052815878812567,19.61207587175432,19.980981826782227,367632000
NVDA,2021-06-30,19.95354441508654,20.116421295455844,19.81835413049353,19.956787109375,326568000
NVDA,2021-07-01,20.079002860645492,20.40924571208608,19.973244233081605,20.16580390930176,480136000
NVDA,2021-07-02,20.393528032314364,20.45837998802385,20.24137646487412,20.440170288085938,342764000
NVDA,2021-07-06,20.69010595440201,20.794366948413263,20.30374197663126,20.651195526123047,446708000
NVDA,2021-07-07,20.80584097500275,20.827291472702445,20.28553319651976,20.32519149780273,418428000
NVDA,2021-07-08,19.811114166659934,20.08698096157852,19.65571989397713,19.857257843017575,503300000
NVDA,2021-07-09,19.916872317591555,20.03435334968637,19.709098258675084,20.00442123413086,296624000
NVDA,2021-07-12,20.193738078118493,20.485818358359275,20.141607595029487,20.46561622619629,321984000
NVDA,2021-07-13,20.353871638255328,20.414483746196098,20.06802744154041,20.20371627807617,290708000
NVDA,2021-07-14,20.31121893436614,20.37108126160537,19.707602218648773,19.7961483001709,380100000
NVDA,2021-07-15,19.76647364963509,19.801642801831328,18.815401275503216,18.92290496826172,550564000
NVDA,2021-07-16,18.987003411331106,19.113213454931,18.03169146133854,18.119489669799805,688224000
NVDA,2021-07-19,17.874305524272554,18.99847938129424,17.824667948945038,18.73682975769043,749060000
NVDA,2021-07-20,18.687192164183777,18.79494513247989,18.122485771322797,18.56946182250977,434687000
NVDA,2021-07-21,18.838843731264284,19.48236999172624,18.699164320803423,19.365636825561523,371017000
NVDA,2021-07-22,19.597104029652996,19.84154296188045,19.231939477647337,19.549213409423828,323826000
NVDA,2021-07-23,19.611077449582748,19.654977514226925,19.206005202834984,19.513301849365234,195672000
NVDA,2021-07-26,19.26686406834247,19.39756327254006,18.87077017833942,19.249902725219727,203943000
NVDA,2021-07-27,19.2209695828626,19.577154015985894,18.698167007898192,19.164100646972656,248863000
NVDA,2021-07-28,19.274846044574677,19.60109834057792,18.951587150781,19.458425521850582,202191000
NVDA,2021-07-29,19.47438500636489,19.807623128442792,19.283821585563704,19.6170597076416,190781000
NVDA,2021-07-30,19.373617296753032,19.585132640892724,19.218972784196303,19.45443344116211,183497000
NVDA,2021-08-02,19.654975725192717,19.91537888090184,19.316749821197465,19.70486068725586,217444000
NVDA,2021-08-03,19.694881202710075,20.17577987351737,19.1760692797234,19.769710540771484,301811000
NVDA,2021-08-04,19.944313619581152,20.271565011875875,19.782683207905936,20.22766494750977,231309000
NVDA,2021-08-05,20.45314818824978,20.68561547950289,20.29550834613561,20.58983421325684,211435000
NVDA,2021-08-06,20.477095961490413,20.52299036416041,20.16381247563589,20.319456100463867,178497000
NVDA,2021-08-09,20.399269221353503,20.461127792585444,20.09696223903225,20.248615264892575,146443000
NVDA,2021-08-10,20.27555168766045,20.383304640424186,19.78966337944273,19.89043426513672,179238000
NVDA,2021-08-11,19.99719201633086,20.003178821250412,19.38559403175176,19.65397834777832,185925000
NVDA,2021-08-12,19.82458294591603,19.983218004187545,19.57515438390545,19.8595027923584,151652000
NVDA,2021-08-13,19.859506824153872,20.1678006046114,19.805629391282583,20.14185905456543,183063000
NVDA,2021-08-16,20.08898032367069,20.240633343657063,19.40853796946413,19.90440368652344,210876000
NVDA,2021-08-17,19.64000891274385,19.72481563269579,19.222964992831216,19.41352844238281,204585000
NVDA,2021-08-18,19.455432507309837,19.589127025061774,18.95657526353266,18.996484756469727,285913000
NVDA,2021-08-19,19.449446238959755,20.44815982346293,18.71911886378604,19.75275230407715,766555000
NVDA,2021-08-20,19.945309765245906,20.81731278508993,19.887443664031185,20.76842498779297,675741000
NVDA,2021-08-23,20.92307399636632,21.94672826931929,20.90212208065928,21.90781784057617,575807000
NVDA,2021-08-24,21.703281272193063,21.9088098112893,21.485779125252662,21.743188858032227,297299000
NVDA,2021-08-25,21.68731951267329,22.41864404034006,21.672354404189694,22.1622314453125,347701000
NVDA,2021-08-26,22.149264978237373,22.28894441389268,21.74020214268433,22.017566680908203,237940000
NVDA,2021-08-27,22.1333018816298,22.670072471614382,22.11634053461461,22.58426856994629,304722000
NVDA,2021-08-30,22.77781836527192,22.99033086561592,22.49945673354071,22.63614273071289,262580000
NVDA,2021-08-31,22.647121666172826,22.647121666172826,22.07333584482094,22.33777618408203,259850000
NVDA,2021-09-01,22.43756930689,22.64912199389681,22.30983905945331,22.39366149902344,201767000
NVDA,2021-09-02,22.470499179082864,22.545341732077254,22.247970011545803,22.348756790161133,187834000
